"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","description"
"1190005I06Rik","1190005I06Rik",14.738008672183,0.478564639965994,0.472394853137763,1.0130606563286,0.311031189289628,0.776393921381174,"RIKEN cDNA 1190005I06 gene [Source:MGI Symbol;Acc:MGI:1916168]"
"1190007I07Rik","1190007I07Rik",149.294924223353,0.0906930140220999,0.12101595162214,0.74943024292599,0.453597928427178,0.87449656072005,"RIKEN cDNA 1190007I07 gene [Source:MGI Symbol;Acc:MGI:3698433]"
"1300017J02Rik","1300017J02Rik",1.85052216236791,-0.417215470256532,0.810586208411607,-0.514708325810393,0.60675685455329,0.955354140314181,"RIKEN cDNA 1300017J02 gene [Source:MGI Symbol;Acc:MGI:1919025]"
"1500009C09Rik","1500009C09Rik",1.83133824456883,0.750573315865379,0.737263184141487,1.01805343330603,0.308652563580517,0.774295218569065,"RIKEN cDNA 1500009C09 gene [Source:MGI Symbol;Acc:MGI:1923755]"
"1500009L16Rik","1500009L16Rik",117.103712555297,-0.449598091443371,0.195460180011319,-2.30020299488793,0.0214367222400304,0.315450812130043,"RIKEN cDNA 1500009L16 gene [Source:MGI Symbol;Acc:MGI:1917034]"
"1500011B03Rik","1500011B03Rik",107.115278717134,-0.197778225196099,0.177330271257908,-1.11531000202696,0.264717600754137,0.730538175715425,"RIKEN cDNA 1500011B03 gene [Source:MGI Symbol;Acc:MGI:1913486]"
"1500011K16Rik","1500011K16Rik",154.846044119304,0.0888247335936077,0.15940787530022,0.557216721108163,0.577379366599618,0.941490516981706,"RIKEN cDNA 1500011K16 gene [Source:MGI Symbol;Acc:MGI:1915135]"
"1500015O10Rik","1500015O10Rik",6.00530463180667,-0.394417697587589,0.411801076560736,-0.957786951121331,0.338170200466825,0.795208248557707,"RIKEN cDNA 1500015O10 gene [Source:MGI Symbol;Acc:MGI:1926146]"
"1520401A03Rik","1520401A03Rik",1.97784534030257,-0.0593542551564681,0.70393714327587,-0.0843175498315869,0.932803959341152,1,"RIKEN cDNA 1520401A03 gene [Source:MGI Symbol;Acc:MGI:2443785]"
"1600002H07Rik","1600002H07Rik",111.54394693183,0.100797200656476,0.1689163247358,0.596728592183918,0.55068859987071,0.929143281180186,"RIKEN cDNA 1600002H07 gene [Source:MGI Symbol;Acc:MGI:1919266]"
"1600002K03Rik","1600002K03Rik",116.761788141793,-0.12208774087813,0.21252011582092,-0.574476163851742,0.565645625919811,0.936208010487037,"RIKEN cDNA 1600002K03 gene [Source:MGI Symbol;Acc:MGI:1917020]"
"1600012H06Rik","1600012H06Rik",855.669908824958,0.0369417120683034,0.0790789109552844,0.467149985021826,0.640392574218696,0.970740356644561,"RIKEN cDNA 1600012H06 gene [Source:MGI Symbol;Acc:MGI:1915162]"
"1600014C23Rik","1600014C23Rik",0.332557597048123,-0.199181343138188,2.66350715430271,-0.0747816062053465,0.940388476954722,1,"RIKEN cDNA 1600014C23 gene [Source:MGI Symbol;Acc:MGI:1919490]"
"1600015I10Rik","1600015I10Rik",0.419741252034478,-0.824691902369984,1.27027937289584,-0.649220887913771,0.516195612352208,0.9094727151843,"RIKEN cDNA 1600015I10 gene [Source:MGI Symbol;Acc:MGI:1917011]"
"1700001C02Rik","1700001C02Rik",0.071901051171764,0.646733883413687,3.78408285001737,0.17090901786432,0.86429530576451,1,"RIKEN cDNA 1700001C02 gene [Source:MGI Symbol;Acc:MGI:1922684]"
"1700001C19Rik","1700001C19Rik",5.24818878906538,0.96369818530321,0.429580272117696,2.2433483282472,0.0248743611777701,0.327278611301555,"RIKEN cDNA 1700001C19 gene [Source:MGI Symbol;Acc:MGI:1922712]"
"1700001J03Rik","1700001J03Rik",1.22259632295254,0.950746946850828,0.849198867753385,1.11958103449442,0.262892341220923,0.728453093311859,"RIKEN cDNA 1700001J03 gene [Source:MGI Symbol;Acc:MGI:1916532]"
"1700001K19Rik","1700001K19Rik",0.0314570711703543,0.420162321630396,3.78408285001737,0.111034123269385,0.911589287567079,1,"RIKEN cDNA 1700001K19 gene [Source:MGI Symbol;Acc:MGI:1913573]"
"1700001L19Rik","1700001L19Rik",2.56993121085552,0.00453632395517694,0.538048048713664,0.00843107593461613,0.9932730543762,1,"RIKEN cDNA 1700001L19 gene [Source:MGI Symbol;Acc:MGI:1916565]"
"1700001O22Rik","1700001O22Rik",8.17494804087352,0.133561217099493,0.329186974209615,0.405730565190729,0.684940581558058,0.985050907827213,"RIKEN cDNA 1700001O22 gene [Source:MGI Symbol;Acc:MGI:1923631]"
"1700001P01Rik","1700001P01Rik",0.672753883973353,-1.0266022601448,1.19844124017832,-0.85661459713457,0.391657915785854,0.834673858749876,"RIKEN cDNA 1700001P01 gene [Source:MGI Symbol;Acc:MGI:1919465]"
"1700003E16Rik","1700003E16Rik",7.401725077189,0.408858408233329,0.371854614984832,1.0995114535556,0.271545040903616,0.737392055438712,"RIKEN cDNA 1700003E16 gene [Source:MGI Symbol;Acc:MGI:1919087]"
"1700003F12Rik","1700003F12Rik",0.430808062247378,0.860102736351948,1.4764103748115,0.582563460014808,0.560187209561538,0.933555376526884,"RIKEN cDNA 1700003F12 gene [Source:MGI Symbol;Acc:MGI:1922730]"
"1700006A11Rik","1700006A11Rik",0.0258342585067274,-0.0329806903688847,3.78408285001737,-0.00871563643717084,0.993046016289443,1,"RIKEN cDNA 1700006A11 gene [Source:MGI Symbol;Acc:MGI:1919074]"
"1700006E09Rik","1700006E09Rik",0.0276761697179685,0.420162321630396,3.78408285001737,0.111034123269385,0.911589287567079,1,"RIKEN cDNA 1700006E09 gene [Source:MGI Symbol;Acc:MGI:1922687]"
"1700007B14Rik","1700007B14Rik",0.136006077085037,0.359816874417806,3.78408285001737,0.0950869440969439,0.924245768187349,1,"RIKEN cDNA 1700007B14 gene [Source:MGI Symbol;Acc:MGI:1919081]"
"1700007G11Rik","1700007G11Rik",0.663508041798442,-2.05918496041275,1.21113925741978,-1.70020494984174,0.089092381545342,0.495157079564423,"RIKEN cDNA 1700007G11 gene [Source:MGI Symbol;Acc:MGI:1916571]"
"1700007K09Rik","1700007K09Rik",0.583572011744143,0.542814685389021,1.19246689910995,0.455203147185197,0.648963096552428,0.973716653414768,"RIKEN cDNA 1700007K09 gene [Source:MGI Symbol;Acc:MGI:1916568]"
"1700007K13Rik","1700007K13Rik",1.2558647330193,0.143298463496927,0.709037740618325,0.202102730627515,0.839836413183414,1,"RIKEN cDNA 1700007K13 gene [Source:MGI Symbol;Acc:MGI:1916577]"
"1700008O03Rik","1700008O03Rik",27.7802891356098,0.485067685850762,0.332955416396645,1.45685476782545,0.145156474095475,0.584283641813137,"RIKEN cDNA 1700008O03 gene [Source:MGI Symbol;Acc:MGI:1916599]"
"1700009N14Rik","1700009N14Rik",0.484735857532868,-0.186430259656419,1.27041998241681,-0.146746951588214,0.883331757731098,1,"RIKEN cDNA 1700009N14 gene [Source:MGI Symbol;Acc:MGI:1922721]"
"1700010B08Rik","1700010B08Rik",0.0508932199986885,0,3.78408285001737,0,1,1,"RIKEN cDNA 1700010B08 gene [Source:MGI Symbol;Acc:MGI:1922735]"
"1700010I14Rik","1700010I14Rik",40.0223773354396,0.0379740220423024,0.148078612224383,0.256445015737725,0.797607232123039,1,"RIKEN cDNA 1700010I14 gene [Source:MGI Symbol;Acc:MGI:1914181]"
"1700011E24Rik","1700011E24Rik",0.234433304066585,0.0403814171000066,2.07659432154918,0.0194459826269202,0.984485328500951,1,"RIKEN cDNA 1700011E24 gene [Source:MGI Symbol;Acc:MGI:1922717]"
"1700011H14Rik","1700011H14Rik",548.327441297183,-0.458119742559567,0.295849007534492,-1.54849173359541,0.121503950441669,0.549480322873817,"RIKEN cDNA 1700011H14 gene [Source:MGI Symbol;Acc:MGI:1914332]"
"1700011I03Rik","1700011I03Rik",1.66664670777737,-0.544084194305538,0.646709407642155,-0.841311704880281,0.400173335068079,0.840758889041293,"RIKEN cDNA 1700011I03 gene [Source:MGI Symbol;Acc:MGI:1922694]"
"1700011L22Rik","1700011L22Rik",0.239046575112603,0.416714383035157,2.07445940615397,0.200878543006895,0.840793545922564,1,"RIKEN cDNA 1700011L22 gene [Source:MGI Symbol;Acc:MGI:1914937]"
"1700012B07Rik","1700012B07Rik",3.61269093787497,-0.307567230432411,0.546966995496537,-0.562314057273604,0.573902062389701,0.940228550594175,"RIKEN cDNA 1700012B07 gene [Source:MGI Symbol;Acc:MGI:1916574]"
"1700013D24Rik","1700013D24Rik",0.0286293174106586,-0.0329806903688844,3.78408285001737,-0.00871563643717077,0.993046016289443,1,"RIKEN cDNA 1700013D24 gene [Source:MGI Symbol;Acc:MGI:1924171]"
"1700013F07Rik","1700013F07Rik",0.653790611976963,-0.162342941211716,0.978853361708967,-0.165850113573992,0.868274907264271,1,"RIKEN cDNA 1700013F07 gene [Source:MGI Symbol;Acc:MGI:1922754]"
"1700013H16Rik","1700013H16Rik",0.631534606960615,0.25346818031926,1.12558586944257,0.225187777494742,0.821833197429079,1,"RIKEN cDNA 1700013H16 gene [Source:MGI Symbol;Acc:MGI:1922764]"
"1700014D04Rik","1700014D04Rik",0.827856985508614,-1.14546221022925,1.18265328629388,-0.968552849346757,0.332768338317646,0.792782505323063,"RIKEN cDNA 1700014D04 gene [Source:MGI Symbol;Acc:MGI:1921474]"
"1700015E13Rik","1700015E13Rik",0.0620171576725537,0.379242758451569,3.78408285001737,0.100220521981919,0.92016925385273,1,"RIKEN cDNA 1700015E13 gene [Source:MGI Symbol;Acc:MGI:1924175]"
"1700015F17Rik","1700015F17Rik",0.0848523031308993,0.251132368057862,3.78408285001737,0.0663654518179243,0.947086874996597,1,"RIKEN cDNA 1700015F17 gene [Source:MGI Symbol;Acc:MGI:2686532]"
"1700015G11Rik","1700015G11Rik",0.0448950369823777,0.420162321630396,3.78408285001737,0.111034123269385,0.911589287567079,1,"RIKEN cDNA 1700015G11 gene [Source:MGI Symbol;Acc:MGI:1922779]"
"1700016C15Rik","1700016C15Rik",12.036695250601,0.689620870027433,0.411018712683181,1.6778332682848,0.0933796527639945,0.503965554784403,"RIKEN cDNA 1700016C15 gene [Source:MGI Symbol;Acc:MGI:1916678]"
"1700016D06Rik","1700016D06Rik",1.08396904590956,-1.43208642367521,1.14589986149427,-1.24974831728118,0.211391501033256,0.669198840353626,"RIKEN cDNA 1700016D06 gene [Source:MGI Symbol;Acc:MGI:1923663]"
"1700016H13Rik","1700016H13Rik",1.97340961110086,0.461331104226338,0.549918279996339,0.838908472417773,0.401520673058136,0.841283962915656,"RIKEN cDNA 1700016H13 gene [Source:MGI Symbol;Acc:MGI:1921468]"
"1700016K19Rik","1700016K19Rik",2.76734994824063,-0.485905714644465,0.59902822500456,-0.811156627287079,0.417275729773661,0.85072047425742,"RIKEN cDNA 1700016K19 gene [Source:MGI Symbol;Acc:MGI:1921480]"
"1700017B05Rik","1700017B05Rik",718.863201483335,-0.200582706772508,0.107264346890012,-1.86998487930182,0.0614859176489136,0.433946612550451,"RIKEN cDNA 1700017B05 gene [Source:MGI Symbol;Acc:MGI:1921461]"
"1700017D01Rik","1700017D01Rik",3.28324649734234,-0.417837491366704,0.552093101923837,-0.756824328923323,0.449155115143834,0.871261106999299,"RIKEN cDNA 1700017D01 gene [Source:MGI Symbol;Acc:MGI:1916619]"
"1700018C11Rik","1700018C11Rik",0.111179507998175,0.218158955142361,3.78408285001737,0.0576517385557136,0.954026036765353,1,"RIKEN cDNA 1700018C11 gene [Source:MGI Symbol;Acc:MGI:1922774]"
"1700019A02Rik","1700019A02Rik",0.336079709133033,0.342045572023999,1.51193412827878,0.226230472364158,0.821022171389873,1,"RIKEN cDNA 1700019A02 gene [Source:MGI Symbol;Acc:MGI:1916647]"
"1700019B03Rik","1700019B03Rik",0.232209094311328,-0.440507159952384,2.39556740266127,-0.183884268696851,0.854104246129352,1,"RIKEN cDNA 1700019B03 gene [Source:MGI Symbol;Acc:MGI:1923656]"
"1700019D03Rik","1700019D03Rik",551.438881441966,0.00714683546300617,0.111344217624582,0.0641868577953737,0.948821441775729,1,"RIKEN cDNA 1700019D03 gene [Source:MGI Symbol;Acc:MGI:1914330]"
"1700019N19Rik","1700019N19Rik",0.111689508645506,-0.429757105407864,3.78408285001737,-0.113569687145167,0.909578917993921,1,"RIKEN cDNA 1700019N19 gene [Source:MGI Symbol;Acc:MGI:1914757]"
"1700020A23Rik","1700020A23Rik",0.0513146100873808,0.205057019015076,3.78408285001737,0.0541893576706795,0.956784299575779,1,"RIKEN cDNA 1700020A23 gene [Source:MGI Symbol;Acc:MGI:1922906]"
"1700020D05Rik","1700020D05Rik",3.8682973703562,0.698351749900395,0.496889535850703,1.40544668284225,0.159888493288721,0.605239343121279,"RIKEN cDNA 1700020D05 gene [Source:MGI Symbol;Acc:MGI:1922805]"
"1700020L24Rik","1700020L24Rik",14.3171720086663,0.894443355529585,0.330255722817561,2.70833567363703,0.00676215899936066,0.251257738022192,"RIKEN cDNA 1700020L24 gene [Source:MGI Symbol;Acc:MGI:1913580]"
"1700020N01Rik","1700020N01Rik",1.60282679490969,0.0139165468566123,0.722348994782332,0.01926568314919,0.984629159724775,1,"RIKEN cDNA 1700020N01 gene [Source:MGI Symbol;Acc:MGI:1914942]"
"1700021F05Rik","1700021F05Rik",609.128023205853,0.393014900211521,0.16819079265087,2.33672066120374,0.019453713506895,0.308080572500362,"RIKEN cDNA 1700021F05 gene [Source:MGI Symbol;Acc:MGI:1915101]"
"1700022I11Rik","1700022I11Rik",4.42379002723216,-0.10005140685728,0.474074210663639,-0.211045875533329,0.832851473956021,1,"RIKEN cDNA 1700022I11 gene [Source:MGI Symbol;Acc:MGI:1914567]"
"1700023F06Rik","1700023F06Rik",4.9249135601475,0.763478123614103,0.517927481742221,1.4741023609056,0.140454032968133,0.578603033674616,"RIKEN cDNA 1700023F06 gene [Source:MGI Symbol;Acc:MGI:1916691]"
"1700024G13Rik","1700024G13Rik",0.182773540639125,-0.264828639462167,2.87519779778184,-0.092107972420707,0.926612254306092,1,"RIKEN cDNA 1700024G13 gene [Source:MGI Symbol;Acc:MGI:1914335]"
"1700024P04Rik","1700024P04Rik",0.0268307876906874,0.420162321630396,3.78408285001737,0.111034123269385,0.911589287567079,1,"RIKEN cDNA 1700024P04 gene [Source:MGI Symbol;Acc:MGI:1916632]"
"1700024P16Rik","1700024P16Rik",262.680050815396,-0.0135041766861231,0.451060464445739,-0.0299387282871642,0.976115918975801,1,"RIKEN cDNA 1700024P16 gene [Source:MGI Symbol;Acc:MGI:2685466]"
"1700025B11Rik","1700025B11Rik",0.190758969719707,0.205253154391776,3.39011015526655,0.0605446858630579,0.951721826931292,1,"RIKEN cDNA 1700025B11 gene [Source:MGI Symbol;Acc:MGI:1923659]"
"1700025G04Rik","1700025G04Rik",1155.65789056311,0.405730192443497,0.145034151627934,2.79748037196331,0.00515028964140964,0.244170549817739,"RIKEN cDNA 1700025G04 gene [Source:MGI Symbol;Acc:MGI:1916649]"
"1700027J19Rik","1700027J19Rik",996.240044238282,-0.011537755592534,0.15429708092521,-0.0747762402460907,0.940392746416887,1,"CDC42 effector protein (Rho GTPase binding) 5 [Source:MGI Symbol;Acc:MGI:1929745]"
"1700028K03Rik","1700028K03Rik",1.74561943157181,-0.833348701027583,0.880851143528046,-0.946072111219379,0.344111807258435,0.799886090712814,"RIKEN cDNA 1700028K03 gene [Source:MGI Symbol;Acc:MGI:1923671]"
"1700028P14Rik","1700028P14Rik",0.0627155750216766,0.197322410864462,3.78408285001737,0.0521453727852592,0.958412859866209,1,"RIKEN cDNA 1700028P14 gene [Source:MGI Symbol;Acc:MGI:1914733]"
"1700029F12Rik","1700029F12Rik",0.0326907789225982,0,3.78408285001737,0,1,1,"RIKEN cDNA 1700029F12 gene [Source:MGI Symbol;Acc:MGI:1913729]"
"1700029H14Rik","1700029H14Rik",0.223109091948783,-0.0917754455538654,2.40053943060251,-0.0382311760364757,0.969503364176547,1,"RIKEN cDNA 1700029H14 gene [Source:MGI Symbol;Acc:MGI:1913751]"
"1700029I15Rik","1700029I15Rik",22.858713341723,0.108263464485736,0.219857136914417,0.492426427475398,0.622417920713052,0.964440457237012,"RIKEN cDNA 1700029I15 gene [Source:MGI Symbol;Acc:MGI:1916742]"
"1700029J07Rik","1700029J07Rik",28.7016805249868,0.111921048099339,0.275670711084894,0.405995427148852,0.684745960371415,0.985050907827213,"RIKEN cDNA 1700029J07 gene [Source:MGI Symbol;Acc:MGI:1916729]"
"1700030J22Rik","1700030J22Rik",25.7758557041644,-0.219432238800522,0.176874459102866,-1.24061009098496,0.214749822362105,0.674479383431215,"RIKEN cDNA 1700030J22 gene [Source:MGI Symbol;Acc:MGI:1916778]"
"1700030K09Rik","1700030K09Rik",80.8701318747409,-0.375412927060232,0.160986413724301,-2.33195409709014,0.019703106109513,0.30811465937861,"RIKEN cDNA 1700030K09 gene [Source:MGI Symbol;Acc:MGI:1919504]"
"1700034I23Rik","1700034I23Rik",0.665313254918489,1.51308713790742,1.30436854151839,1.16001504923298,0.246042678969665,0.711579216903021,"RIKEN cDNA 1700034I23 gene [Source:MGI Symbol;Acc:MGI:1920547]"
"1700034J05Rik","1700034J05Rik",0.0294909421442333,0.518433035946452,3.78408285001737,0.137003616594724,0.891027936440595,1,"RIKEN cDNA 1700034J05 gene [Source:MGI Symbol;Acc:MGI:1920594]"
"1700037C18Rik","1700037C18Rik",54.4317530432549,0.0745103990689419,0.217877489188096,0.34198300772879,0.73236368001479,0.996822546720612,"RIKEN cDNA 1700037C18 gene [Source:MGI Symbol;Acc:MGI:1920511]"
"1700037H04Rik","1700037H04Rik",264.401086397596,0.151499195767221,0.207949987468123,0.728536691017809,0.466285116856279,0.883184068009628,"RIKEN cDNA 1700037H04 gene [Source:MGI Symbol;Acc:MGI:1914576]"
"1700040L02Rik","1700040L02Rik",67.169742760494,0.399562076683571,0.188869544449072,2.11554529794141,0.0343834984592998,0.358081873285589,"RIKEN cDNA 1700040L02 gene [Source:MGI Symbol;Acc:MGI:1920537]"
"1700048O20Rik","1700048O20Rik",20.0291195965138,-0.0121105704242769,0.240268167719957,-0.0504043899747564,0.959800138141192,1,"RIKEN cDNA 1700048O20 gene [Source:MGI Symbol;Acc:MGI:1920637]"
"1700056E22Rik","1700056E22Rik",15.4063523763992,0.41110033835755,0.406926504598344,1.0102569719889,0.312372190175278,0.777794032298532,"RIKEN cDNA 1700056E22 gene [Source:MGI Symbol;Acc:MGI:1920613]"
"1700057G04Rik","1700057G04Rik",3.508036741142,0.697044221853327,1.0640739065998,0.65507124789922,0.512421882828131,0.908457005507998,"RIKEN cDNA 1700057G04 gene [Source:MGI Symbol;Acc:MGI:1925709]"
"1700061G19Rik","1700061G19Rik",10.2959431737652,0.660319422904541,0.375951426672632,1.75639557681352,0.0790208875852417,0.475410731575899,"RIKEN cDNA 1700061G19 gene [Source:MGI Symbol;Acc:MGI:1925875]"
"1700064H15Rik","1700064H15Rik",0.900575323077628,0.000584180882317265,0.88124227643782,0.000662906101916327,0.999471077494758,1,"RIKEN cDNA 1700064H15 gene [Source:MGI Symbol;Acc:MGI:1920674]"
"1700066B19Rik","1700066B19Rik",282.347769419339,0.0172549879531579,0.178247547328914,0.096803508445016,0.922882437686654,1,"RIKEN cDNA 1700066B19 gene [Source:MGI Symbol;Acc:MGI:1920699]"
"1700066M21Rik","1700066M21Rik",208.727298841762,-0.0810694817089301,0.151217841904368,-0.536110558701132,0.591882143195514,0.949145228113696,"RIKEN cDNA 1700066M21 gene [Source:MGI Symbol;Acc:MGI:1920717]"
"1700067K01Rik","1700067K01Rik",1.40552063132227,-0.0169692198812817,0.79336132191342,-0.0213890183609601,0.982935333641652,1,"RIKEN cDNA 1700067K01 gene [Source:MGI Symbol;Acc:MGI:1920703]"
"1700067P10Rik","1700067P10Rik",0.115075413998757,0.873305445196979,3.78408285001737,0.230783912459255,0.817482679891819,1,"RIKEN cDNA 1700067P10 gene [Source:MGI Symbol;Acc:MGI:1915474]"
"1700069L16Rik","1700069L16Rik",0.0774792833031592,-0.486123590800862,3.78408285001737,-0.128465366660413,0.897780704486821,1,"RIKEN cDNA 1700069L16 gene [Source:MGI Symbol;Acc:MGI:1920726]"
"1700086D15Rik","1700086D15Rik",0.069067014680506,0.0995950743185364,3.78408285001737,0.0263194750923805,0.979002521413926,1,"RIKEN cDNA 1700086D15 gene [Source:MGI Symbol;Acc:MGI:1921532]"
"1700088E04Rik","1700088E04Rik",29.1174019967573,0.333720819620989,0.38517097291151,0.866422558009476,0.386258477783931,0.831317276841221,"RIKEN cDNA 1700088E04 gene [Source:MGI Symbol;Acc:MGI:1920774]"
"1700092M07Rik","1700092M07Rik",1.56615478406554,0.540769359642631,0.670573905528188,0.806427681102034,0.419996291387225,0.852834888065379,"RIKEN cDNA 1700092M07 gene [Source:MGI Symbol;Acc:MGI:1921557]"
"1700093K21Rik","1700093K21Rik",0.875265856262902,1.40393334102852,1.01959450024977,1.37695264213822,0.168526890066536,0.618093120683132,"RIKEN cDNA 1700093K21 gene [Source:MGI Symbol;Acc:MGI:1914608]"
"1700102P08Rik","1700102P08Rik",10.2887258594567,0.463188327788084,0.255070272132832,1.81592438787563,0.069381971676509,0.454900555935956,"RIKEN cDNA 1700102P08 gene [Source:MGI Symbol;Acc:MGI:2148248]"
"1700109H08Rik","1700109H08Rik",27.9090179060433,0.221450221035382,0.379765868145037,0.583123022922132,0.559810486070431,0.933508861893615,"RIKEN cDNA 1700109H08 gene [Source:MGI Symbol;Acc:MGI:1924286]"
"1700112E06Rik","1700112E06Rik",19.7678369878474,-0.329866079988886,0.492580237184005,-0.66966974126829,0.503068344927213,0.90438049517433,"RIKEN cDNA 1700112E06 gene [Source:MGI Symbol;Acc:MGI:1923883]"
"1700113H08Rik","1700113H08Rik",0.458991109876662,-0.0471097704236557,1.64084758131561,-0.0287106316028963,0.977095377071219,1,"RIKEN cDNA 1700113H08 gene [Source:MGI Symbol;Acc:MGI:1923890]"
