"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","value","description"
"29","Ak4",81.3870231030586,0.945382827108732,0.305363225510403,3.09592887463302,0.00196197416828874,0.995018497245035,"HET","adenylate kinase 4 [Source:MGI Symbol;Acc:MGI:87979]"
"30","Ighv10-1",319.212364744834,1.66464172550864,0.538921902803749,3.08883665118882,0.00200941888575419,0.995018497245035,"HET","immunoglobulin heavy variable 10-1 [Source:MGI Symbol;Acc:MGI:4439620]"
"31","Trim62",183.380922898239,-0.421012832545255,0.136461081317827,-3.08522274980869,0.00203399758751046,0.995018497245035,"HET","tripartite motif-containing 62 [Source:MGI Symbol;Acc:MGI:1914775]"
"32","2700097O09Rik",301.652052029602,-0.38200831163635,0.124399523404799,-3.0708181284046,0.00213473138438132,0.998990830931917,"HET","RIKEN cDNA 2700097O09 gene [Source:MGI Symbol;Acc:MGI:1919908]"
"33","Pbx4",37.0752203803017,-0.873052228341938,0.286454930200874,-3.04778216848883,0.00230536975315012,0.998990830931917,"HET","pre B cell leukemia homeobox 4 [Source:MGI Symbol;Acc:MGI:1931321]"
"34","Dock6",817.697226853522,-0.49858896910289,0.164019322681965,-3.03981848571378,0.00236720769384503,0.998990830931917,"HET","dedicator of cytokinesis 6 [Source:MGI Symbol;Acc:MGI:1914789]"
"35","Cyp2d40",2.99202193209747,-2.466981132108,0.813993701042909,-3.03071280397777,0.00243977192503226,0.998990830931917,"HET","cytochrome P450, family 2, subfamily d, polypeptide 40 [Source:MGI Symbol;Acc:MGI:1919004]"
"36","Pole",1080.74251194271,-0.337224933486485,0.112001284322345,-3.01090237961857,0.00260472578774376,0.998990830931917,"HET","polymerase (DNA directed), epsilon [Source:MGI Symbol;Acc:MGI:1196391]"
"37","Coch",39.1065300766448,1.59869859403066,0.533811394785835,2.99487536168473,0.0027455700652636,0.998990830931917,"HET","cochlin [Source:MGI Symbol;Acc:MGI:1278313]"
"38","Ranbp10",863.798899060649,-0.159411679577261,0.053769848235947,-2.96470391505938,0.00302974374666326,0.998990830931917,"HET","RAN binding protein 10 [Source:MGI Symbol;Acc:MGI:1921584]"
"39","Card14",212.894380890114,-0.475703512707301,0.160754923242815,-2.95918472113459,0.00308454146417934,0.998990830931917,"HET","caspase recruitment domain family, member 14 [Source:MGI Symbol;Acc:MGI:2386258]"
"40","Ighv2-9-1",358.744670029554,-2.17702523648945,0.7367156551884,-2.95504136658087,0.00312627130280036,0.998990830931917,"HET","immunoglobulin heavy variable 2-9-1 [Source:MGI Symbol;Acc:MGI:4439519]"
"41","Cpxm1",133.296778711786,2.07150649480242,0.702134896825316,2.95029702151066,0.00317468568282645,0.998990830931917,"HET","carboxypeptidase X, M14 family member 1 [Source:MGI Symbol;Acc:MGI:1934569]"
"42","Gpr83",10.043348519342,2.03019078319979,0.691265310034252,2.93691981028124,0.00331489808448217,0.998990830931917,"HET","G protein-coupled receptor 83 [Source:MGI Symbol;Acc:MGI:95712]"
"43","Ighv6-6",509.661265691656,2.060144790729,0.707195119926008,2.91312076777982,0.00357836181979298,0.998990830931917,"HET","immunoglobulin heavy variable 6-6 [Source:MGI Symbol;Acc:MGI:4439619]"
"44","Lipg",207.435471348142,0.669813097831205,0.230381817034257,2.90740435358059,0.00364441774475584,0.998990830931917,"HET","lipase, endothelial [Source:MGI Symbol;Acc:MGI:1341803]"
"45","Prkag3",11.3181211341567,-0.963136079528986,0.331449327490699,-2.90583205227958,0.00366277987395113,0.998990830931917,"HET","protein kinase, AMP-activated, gamma 3 non-catalytic subunit [Source:MGI Symbol;Acc:MGI:1891343]"
"46","Gadd45b",295.787950430997,0.398809482157408,0.138619944103096,2.87699930004877,0.00401476485858024,0.998990830931917,"HET","growth arrest and DNA-damage-inducible 45 beta [Source:MGI Symbol;Acc:MGI:107776]"
"47","Slc6a18",31.0563734681882,-1.4652404936742,0.510714248786655,-2.86900257268186,0.00411768449383114,0.998990830931917,"HET","solute carrier family 6 (neurotransmitter transporter), member 18 [Source:MGI Symbol;Acc:MGI:1336892]"
"48","Map3k19",36.0450449708443,1.79634588296959,0.626196835105616,2.86866011174684,0.0041221450329639,0.998990830931917,"HET","mitogen-activated protein kinase kinase kinase 19 [Source:MGI Symbol;Acc:MGI:1203481]"
"49","Lpl",650.101314888884,0.733621400399777,0.255917737966071,2.86662974684872,0.00414868062629819,0.998990830931917,"HET","lipoprotein lipase [Source:MGI Symbol;Acc:MGI:96820]"
"50","A2m",19.4552862554079,3.38608624155518,1.1822151109717,2.86418792158057,0.00418079898036389,0.998990830931917,"HET","alpha-2-macroglobulin [Source:MGI Symbol;Acc:MGI:2449119]"
"51","Aldoart1",5.3640761052099,1.56124358100105,0.545757584902117,2.86069057799913,0.00422719399761797,0.998990830931917,"HET","aldolase 1 A, retrogene 1 [Source:MGI Symbol;Acc:MGI:2447811]"
"52","Plscr2",71.7006513922633,-0.892366902090634,0.312223738251815,-2.85810075520562,0.00426185043864573,0.998990830931917,"HET","phospholipid scramblase 2 [Source:MGI Symbol;Acc:MGI:1270860]"
"53","Bcat1",24.4457450313549,1.51565785023057,0.532792377181723,2.84474387236515,0.00444471470178203,0.998990830931917,"HET","branched chain aminotransferase 1, cytosolic [Source:MGI Symbol;Acc:MGI:104861]"
"54","Mcoln1",507.575879774841,-0.346978829365826,0.122047089223692,-2.84299143529651,0.0044692271394049,0.998990830931917,"HET","mucolipin 1 [Source:MGI Symbol;Acc:MGI:1890498]"
"55","Cutal",56.21878310758,-0.949983763043598,0.334421497712422,-2.84067791557023,0.00450177538274251,0.998990830931917,"HET","cutA divalent cation tolerance homolog-like [Source:MGI Symbol;Acc:MGI:1925246]"
"56","Mcoln3",18.8740950131914,1.7831167574121,0.627958163756305,2.83954705954596,0.00451776308345883,0.998990830931917,"HET","mucolipin 3 [Source:MGI Symbol;Acc:MGI:1890500]"
"57","Suv420h2",757.203780821355,-0.298946395090976,0.10564894938729,-2.8296201412765,0.00466032990339581,0.998990830931917,"HET",NA
"58","4930539E08Rik",703.758440433522,-0.960430609552636,0.34107339613733,-2.81590596167731,0.00486399016333385,0.998990830931917,"HET",NA
"59","Slco2a1",2516.70748696776,-0.578264916182121,0.205511960617943,-2.8137774290283,0.00489631161646888,0.998990830931917,"HET","solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]"
"60","Mb",6.00595379842651,-3.65575537555766,1.29986445983404,-2.81241274649851,0.00491713620228525,0.998990830931917,"HET","myoglobin [Source:MGI Symbol;Acc:MGI:96922]"
"61","Fbxl21",69.1041385742733,-0.513139522120172,0.182890339307128,-2.80572240209176,0.00502039225097729,0.998990830931917,"HET","F-box and leucine-rich repeat protein 21 [Source:MGI Symbol;Acc:MGI:2442921]"
"62","Adig",2.47154012928061,2.04745195887482,0.730403958219607,2.80317752366181,0.00506018078824154,0.998990830931917,"HET","adipogenin [Source:MGI Symbol;Acc:MGI:2675492]"
"63","Wipi2",1776.56638906323,-0.265004765582142,0.0945919350217926,-2.80155771759071,0.00508565429516417,0.998990830931917,"HET","WD repeat domain, phosphoinositide interacting 2 [Source:MGI Symbol;Acc:MGI:1923831]"
"64","Plekhn1",194.949956083144,-0.463014855531246,0.165317671522532,-2.80075838999546,0.00509826740172747,0.998990830931917,"HET","pleckstrin homology domain containing, family N member 1 [Source:MGI Symbol;Acc:MGI:2387630]"
"65","Sms",860.096409739778,0.280146671578095,0.100175136142381,2.79656891286793,0.00516483951310462,0.998990830931917,"HET","spermine synthase [Source:MGI Symbol;Acc:MGI:109490]"
"66","Card9",119.873568882523,-0.972589652828452,0.347983762970151,-2.79492825908626,0.00519112335628257,0.998990830931917,"HET","caspase recruitment domain family, member 9 [Source:MGI Symbol;Acc:MGI:2685628]"
"67","Rapgef3",235.684637144094,-0.510614328013542,0.18330342951266,-2.78562342980209,0.00534248959231534,0.998990830931917,"HET","Rap guanine nucleotide exchange factor (GEF) 3 [Source:MGI Symbol;Acc:MGI:2441741]"
"68","Tnip3",17.3105967927983,1.23313103331373,0.443464359677386,2.78067674753123,0.00542457216296684,0.998990830931917,"HET","TNFAIP3 interacting protein 3 [Source:MGI Symbol;Acc:MGI:3041165]"
"69","Clec4e",14.3647517616832,3.33912050039805,1.2014023201275,2.77935246541199,0.0054467389331238,0.998990830931917,"HET","C-type lectin domain family 4, member e [Source:MGI Symbol;Acc:MGI:1861232]"
"70","Col20a1",101.283872210002,-0.615593000952399,0.221882712216306,-2.77440722985339,0.00553024042681952,0.998990830931917,"HET","collagen, type XX, alpha 1 [Source:MGI Symbol;Acc:MGI:1920618]"
"71","Nfe2",4.44314807212941,1.23058375123717,0.4437429622313,2.77319046379766,0.00555096211485958,0.998990830931917,"HET","nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]"
"72","Dock11",1177.63940037704,0.481001595011911,0.173622077041391,2.77039419875873,0.00559884864954056,0.998990830931917,"HET","dedicator of cytokinesis 11 [Source:MGI Symbol;Acc:MGI:1923224]"
"73","Sspo",33.6222979046933,-0.892852878339554,0.324431471316497,-2.75205384581368,0.00592227823523377,0.998990830931917,"HET","SCO-spondin [Source:MGI Symbol;Acc:MGI:2674311]"
"74","Cdh23",13.1089100556003,1.67175189432491,0.60896348807192,2.74524159012875,0.00604663664019039,0.998990830931917,"HET","cadherin related 23 (otocadherin) [Source:MGI Symbol;Acc:MGI:1890219]"
"75","Ahrr",42.5480418729172,-0.909765188649408,0.331430746807848,-2.74496315568712,0.00605176916540759,0.998990830931917,"HET","aryl-hydrocarbon receptor repressor [Source:MGI Symbol;Acc:MGI:1333776]"
"76","Adipoq",59.7273821017839,2.12706974563715,0.777647004086398,2.73526385938578,0.00623302903711612,0.998990830931917,"HET","adiponectin, C1Q and collagen domain containing [Source:MGI Symbol;Acc:MGI:106675]"
"77","Car3",289.147668690167,2.03145882951612,0.745004539267521,2.72677376102087,0.00639568739527191,0.998990830931917,"HET","carbonic anhydrase 3 [Source:MGI Symbol;Acc:MGI:88270]"
"78","Hecw2",148.017787465041,-0.930749263570718,0.341489874892349,-2.7255544951783,0.00641935785409036,0.998990830931917,"HET","HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2 [Source:MGI Symbol;Acc:MGI:2685817]"
"79","Snx30",527.611004615708,1.05223126883903,0.386340790336955,2.72358315548639,0.00645779562842546,0.998990830931917,"HET","sorting nexin family member 30 [Source:MGI Symbol;Acc:MGI:2443882]"
"80","Neu1",2336.41561951468,-0.89687259154954,0.329421821083486,-2.72256582335584,0.00647771276524719,0.998990830931917,"HET","neuraminidase 1 [Source:MGI Symbol;Acc:MGI:97305]"
"81","Cr2",1091.05538214015,1.93789839108982,0.713578599896034,2.71574622805696,0.00661265836059646,0.998990830931917,"HET","complement receptor 2 [Source:MGI Symbol;Acc:MGI:88489]"
"82","Adamtsl3",331.287839152894,0.991525459992378,0.365133371421648,2.71551585693707,0.00661726074379163,0.998990830931917,"HET","ADAMTS-like 3 [Source:MGI Symbol;Acc:MGI:3028499]"
"83","Ccnl2",2812.01537866562,-0.276958483467355,0.102038555267905,-2.71425328142085,0.00664253582385772,0.998990830931917,"HET","cyclin L2 [Source:MGI Symbol;Acc:MGI:1927119]"
"84","Smim9",4.11832488642213,-1.33047029094017,0.491121225038347,-2.7090466123436,0.00674768590816855,0.998990830931917,"HET","small integral membrane protein 9 [Source:MGI Symbol;Acc:MGI:3588243]"
"85","Tbc1d2",204.865271016734,-0.414039600818016,0.152924342433977,-2.70748001415649,0.00677961526922958,0.998990830931917,"HET","TBC1 domain family, member 2 [Source:MGI Symbol;Acc:MGI:2652885]"
"86","Egfl6",6.63163473604869,1.42384340009173,0.529076153482126,2.69118800898638,0.00711980581975729,0.998990830931917,"HET","EGF-like-domain, multiple 6 [Source:MGI Symbol;Acc:MGI:1858599]"
"87","Szt2",969.152214822598,-0.321189243640302,0.119367396121897,-2.69076191720147,0.00712890505480386,0.998990830931917,"HET","SZT2 subunit of KICSTOR complex [Source:MGI Symbol;Acc:MGI:3033336]"
"88","Ankef1",5.28884181195566,1.72367365674665,0.64134674339933,2.68758464042503,0.00719708596088063,0.998990830931917,"HET","ankyrin repeat and EF-hand domain containing 1 [Source:MGI Symbol;Acc:MGI:2441685]"
"89","Slc25a48",949.682734278434,-1.72924272439075,0.6448120147452,-2.6817780761639,0.0073232022859435,0.998990830931917,"HET","solute carrier family 25, member 48 [Source:MGI Symbol;Acc:MGI:2145373]"
"90","Mettl10",264.845523516266,0.186117572597374,0.0694955344414822,2.67812276131342,0.00740360777747693,0.998990830931917,"HET",NA
"91","Mllt4",3850.40893325673,-0.309381667783219,0.115555383289437,-2.67734534710767,0.00742081023515471,0.998990830931917,"HET",NA
"92","Bend5",153.840167421197,0.881402828759882,0.32966119979316,2.67366262487943,0.00750278888384421,0.998990830931917,"HET","BEN domain containing 5 [Source:MGI Symbol;Acc:MGI:1914871]"
"93","Cdkn2c",396.783744146476,0.245895921108163,0.0921772900063132,2.66764103274594,0.0076385822405429,0.998990830931917,"HET","cyclin dependent kinase inhibitor 2C [Source:MGI Symbol;Acc:MGI:105388]"
"94","Gm20547",7.08836403179753,-4.75719156615527,1.78629596639906,-2.66315977622967,0.00774106482284968,0.998990830931917,"HET","predicted gene 20547 [Source:MGI Symbol;Acc:MGI:5142012]"
"95","Atat1",233.08139763667,-0.328712539906511,0.123498245001517,-2.66167782305306,0.00777522595403804,0.998990830931917,"HET","alpha tubulin acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:1913869]"
"96","Sept6",1066.49155676384,0.620419429647164,0.233408000550375,2.65808981776211,0.00785849464625442,0.998990830931917,"HET",NA
"97","Gys1",396.851145327374,0.210677017031841,0.0792739731458873,2.65758115395748,0.00787036389924869,0.998990830931917,"HET","glycogen synthase 1, muscle [Source:MGI Symbol;Acc:MGI:101805]"
"98","Slc5a6",733.370683203888,-0.700677204810007,0.263725252590355,-2.65684532644423,0.00788756224868833,0.998990830931917,"HET","solute carrier family 5 (sodium-dependent vitamin transporter), member 6 [Source:MGI Symbol;Acc:MGI:2660847]"
"99","Plin1",26.037499633007,1.62507439520892,0.611890734527926,2.65582448549849,0.00791147790612198,0.998990830931917,"HET","perilipin 1 [Source:MGI Symbol;Acc:MGI:1890505]"
"100","B3gnt5",339.852203155017,1.14281579798169,0.430386604513056,2.65532380886873,0.00792323118350714,0.998990830931917,"HET","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:MGI Symbol;Acc:MGI:2137302]"
"101","Il17rb",144.068776164672,-0.370660523958266,0.139761610486199,-2.65209110476634,0.00799949540385739,0.998990830931917,"HET","interleukin 17 receptor B [Source:MGI Symbol;Acc:MGI:1355292]"
"102","Rab30",389.871359720579,1.01072541847348,0.381769083992936,2.6474784388046,0.00810945308618108,0.998990830931917,"HET","RAB30, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1923235]"
"103","Nlrc4",1525.38577290154,-0.422051756579185,0.159428466471573,-2.64727978584953,0.00811421886005993,0.998990830931917,"HET","NLR family, CARD domain containing 4 [Source:MGI Symbol;Acc:MGI:3036243]"
"104","Tchh",39.7349350225382,-0.837390793042252,0.316876989343818,-2.64263679977616,0.0082263226161447,0.998990830931917,"HET","trichohyalin [Source:MGI Symbol;Acc:MGI:2177944]"
"105","Igkv6-20",435.096090587701,1.76847480064551,0.670669554404958,2.63687950202922,0.0083672548050607,0.998990830931917,"HET","immunoglobulin kappa variable 6-20 [Source:MGI Symbol;Acc:MGI:1330836]"
"106","Lamb3",1325.03634792821,-0.6719539624344,0.255224900367277,-2.6327915554769,0.00846863033204247,0.998990830931917,"HET","laminin, beta 3 [Source:MGI Symbol;Acc:MGI:99915]"
"107","Col22a1",42.2909985119969,0.701678344329738,0.266862766194509,2.62936023011282,0.00855456894556092,0.998990830931917,"HET","collagen, type XXII, alpha 1 [Source:MGI Symbol;Acc:MGI:1916950]"
"108","Adprm",508.927629741775,-0.524145951732094,0.199505381057657,-2.62722714020739,0.00860838505137981,0.998990830931917,"HET","ADP-ribose/CDP-alcohol diphosphatase, manganese dependent [Source:MGI Symbol;Acc:MGI:1913608]"
"109","Camta2",1977.21389516232,-0.29350286212497,0.111815884889726,-2.62487626346137,0.00866804612984129,0.998990830931917,"HET","calmodulin binding transcription activator 2 [Source:MGI Symbol;Acc:MGI:2135957]"
"110","Dbt",646.163488638561,0.230373280046074,0.0878082315611431,2.6235954870092,0.00870070524065162,0.998990830931917,"HET","dihydrolipoamide branched chain transacylase E2 [Source:MGI Symbol;Acc:MGI:105386]"
"111","Pdgfc",299.578404986569,-0.614055511123995,0.234363525786297,-2.62009845202584,0.00879043851175049,0.998990830931917,"HET","platelet-derived growth factor, C polypeptide [Source:MGI Symbol;Acc:MGI:1859631]"
"112","1700057G04Rik",18.7467738776716,-1.70098388896951,0.649991619300887,-2.61693203182995,0.00887240061712918,0.998990830931917,"HET",NA
"113","Bcl11a",650.362623432123,0.680998235980863,0.260231741835446,2.6168915105348,0.00887345391142843,0.998990830931917,"HET","BCL11 transcription factor A [Source:MGI Symbol;Acc:MGI:106190]"
"114","Cox6b2",61.9417754705386,-0.55713137249853,0.212922303389754,-2.61659470909772,0.00888117225494504,0.998990830931917,"HET","cytochrome c oxidase subunit 6B2 [Source:MGI Symbol;Acc:MGI:3044182]"
"115","Sesn2",257.615085770641,-0.304559686643428,0.11685966650307,-2.60620020368985,0.00915529312128718,0.998990830931917,"HET","sestrin 2 [Source:MGI Symbol;Acc:MGI:2651874]"
"116","Krt23",317.256505469977,-0.475480866509747,0.1826594269417,-2.6031006144649,0.00923848368792893,0.998990830931917,"HET","keratin 23 [Source:MGI Symbol;Acc:MGI:2148866]"
"117","5730480H06Rik",253.858418432727,-0.232960848879883,0.0895629383838335,-2.60108537173601,0.00929293247535465,0.998990830931917,"HET","RIKEN cDNA 5730480H06 gene [Source:MGI Symbol;Acc:MGI:1917842]"
"118","Crb2",20.82072186492,0.632121949569903,0.243200125976837,2.59918430153325,0.00934455877376068,0.998990830931917,"HET","crumbs family member 2 [Source:MGI Symbol;Acc:MGI:2679260]"
"119","Adhfe1",48.9918291501284,0.65850456871921,0.253432037889235,2.5983477629889,0.00936735714205563,0.998990830931917,"HET","alcohol dehydrogenase, iron containing, 1 [Source:MGI Symbol;Acc:MGI:1923437]"
"120","A630001G21Rik",168.235935600206,1.36909919004282,0.527305029304622,2.59640836699075,0.00942040290560054,0.998990830931917,"HET","RIKEN cDNA A630001G21 gene [Source:MGI Symbol;Acc:MGI:2443131]"
"121","Ppp3cb",1749.01942964953,0.196600938519025,0.0758050506661927,2.59350711847363,0.0095002572485073,0.998990830931917,"HET","protein phosphatase 3, catalytic subunit, beta isoform [Source:MGI Symbol;Acc:MGI:107163]"
"122","Satb1",512.988952078105,0.948120980388757,0.365721322915731,2.59246842057175,0.00952899292138909,0.998990830931917,"HET","special AT-rich sequence binding protein 1 [Source:MGI Symbol;Acc:MGI:105084]"
"123","Ighv3-5",25.2277360203766,1.68163799057603,0.649759994018485,2.58809099676302,0.00965094819650967,0.998990830931917,"HET","immunoglobulin heavy variable 3-5 [Source:MGI Symbol;Acc:MGI:3648045]"
"124","Klrc1",6.80717432047397,-0.963543033831296,0.372478932904905,-2.58683900943545,0.00968608358627796,0.998990830931917,"HET","killer cell lectin-like receptor subfamily C, member 1 [Source:MGI Symbol;Acc:MGI:1336161]"
"125","Caskin2",1236.29788412424,-0.326711659097497,0.126351368385451,-2.5857389854364,0.00971704837839601,0.998990830931917,"HET","CASK-interacting protein 2 [Source:MGI Symbol;Acc:MGI:2157062]"
"126","St8sia3",66.1647903841527,0.948551554113615,0.367171531077555,2.58340169056641,0.00978313441813013,0.998990830931917,"HET","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 [Source:MGI Symbol;Acc:MGI:106019]"
"127","Slc22a21",515.978316995952,-0.433128225276398,0.168982937719945,-2.5631476829585,0.0103727916392309,0.998990830931917,"HET","solute carrier family 22 (organic cation transporter), member 21 [Source:MGI Symbol;Acc:MGI:1929481]"
"128","Arhgap1",2171.44521571993,-0.329022596099102,0.128456915850976,-2.5613459105682,0.0104267483027563,0.998990830931917,"HET","Rho GTPase activating protein 1 [Source:MGI Symbol;Acc:MGI:2445003]"
"129","4932438H23Rik",43.1059971089178,-0.502678050623975,0.196946773877184,-2.55235483541073,0.0106997486588004,0.998990830931917,"HET",NA
"130","Ighv9-1",87.1987322437505,1.86001479954633,0.729335120359637,2.55028826615281,0.0107633881334213,0.998990830931917,"HET","immunoglobulin heavy variable 9-1 [Source:MGI Symbol;Acc:MGI:4439911]"
"131","Lingo4",28.5550018177564,-0.545545211753117,0.213992888683564,-2.54936140686351,0.0107920396752699,0.998990830931917,"HET","leucine rich repeat and Ig domain containing 4 [Source:MGI Symbol;Acc:MGI:2444651]"
"132","Tmem202",8.22698058760077,-0.784527629048757,0.308497049276212,-2.5430636399583,0.0109885213152244,0.998990830931917,"HET","transmembrane protein 202 [Source:MGI Symbol;Acc:MGI:1921143]"
"133","Cables1",436.172948583796,-0.556246696471119,0.21906596997365,-2.53917437079811,0.0111114427893259,0.998990830931917,"HET","CDK5 and Abl enzyme substrate 1 [Source:MGI Symbol;Acc:MGI:1927065]"
"134","Smcp",3.98452874175566,-1.35617229169612,0.534284205962583,-2.53829755130568,0.0111393230749076,0.998990830931917,"HET","sperm mitochondria-associated cysteine-rich protein [Source:MGI Symbol;Acc:MGI:96945]"
"135","2610020H08Rik",133.318658274834,-0.427550051643519,0.168665690945375,-2.53489639325633,0.0112480588026427,0.998990830931917,"HET",NA
"136","Camk2n1",2276.83150240315,-0.317157787462873,0.125151383296581,-2.53419322350819,0.0112706565085232,0.998990830931917,"HET","calcium/calmodulin-dependent protein kinase II inhibitor 1 [Source:MGI Symbol;Acc:MGI:1913509]"
"137","Prg4",15.8969164575764,1.10134538872145,0.435923832190067,2.52646289877827,0.0115217557387167,0.998990830931917,"HET","proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein) [Source:MGI Symbol;Acc:MGI:1891344]"
