"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"P62761",-2.3043940184,13.7677646273571,-2.34894652776517,0.0347693136850635,0.217305429386111,-3.72098925201666,"P62761","P62761","P62761","reviewed","VISL1_MOUSE","Visinin-like protein 1 (VILIP) (Neural visinin-like protein 1) (NVL-1) (NVP-1)","Vsnl1 Visl1","Mus musculus (Mouse)",191,"negative regulation of insulin secretion [GO:0046676]; positive regulation of exocytosis [GO:0045921]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]","GO:0005509; GO:0005829; GO:0016020; GO:0035774; GO:0045921; GO:0046676","cytosol [GO:0005829]; membrane [GO:0016020]","calcium ion binding [GO:0005509]","","cytosol [GO:0005829]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; negative regulation of insulin secretion [GO:0046676]; positive regulation of exocytosis [GO:0045921]; positive regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0035774]","",FALSE
"P06151",1.3670859145,25.2361944342857,2.34878547963354,0.0347798480202514,0.217305429386111,-3.72125515092699,"P06151","P06151","P06151","reviewed","LDHA_MOUSE","L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (LDH muscle subunit) (LDH-M)","Ldha Ldh-1 Ldh1","Mus musculus (Mouse)",332,"glucose catabolic process to lactate via pyruvate [GO:0019661]; lactate biosynthetic process from pyruvate [GO:0019244]; pyruvate catabolic process [GO:0042867]","GO:0004457; GO:0004459; GO:0005739; GO:0005829; GO:0019244; GO:0019661; GO:0035686; GO:0042802; GO:0042867; GO:1990204","cytosol [GO:0005829]; mitochondrion [GO:0005739]; oxidoreductase complex [GO:1990204]; sperm fibrous sheath [GO:0035686]","identical protein binding [GO:0042802]; L-lactate dehydrogenase activity [GO:0004459]; lactate dehydrogenase activity [GO:0004457]","Q60668","cytosol [GO:0005829]; mitochondrion [GO:0005739]; oxidoreductase complex [GO:1990204]; sperm fibrous sheath [GO:0035686]; identical protein binding [GO:0042802]; L-lactate dehydrogenase activity [GO:0004459]; lactate dehydrogenase activity [GO:0004457]; glucose catabolic process to lactate via pyruvate [GO:0019661]; lactate biosynthetic process from pyruvate [GO:0019244]; pyruvate catabolic process [GO:0042867]","SUBCELLULAR LOCATION: Cytoplasm.",FALSE
"Q9CXI5",1.587225564,21.1153384264286,2.34848296877757,0.0347996437892898,0.217305429386111,-3.72175459387764,"Q9CXI5","Q9CXI5","Q9CXI5","reviewed","MANF_MOUSE","Mesencephalic astrocyte-derived neurotrophic factor (Arginine-rich protein) (Protein ARMET)","Manf Armet","Mus musculus (Mouse)",179,"regulation of response to endoplasmic reticulum stress [GO:1905897]; response to unfolded protein [GO:0006986]; vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure [GO:0002014]","GO:0002014; GO:0005576; GO:0006986; GO:0008083; GO:0033018; GO:0120146; GO:1905897","extracellular region [GO:0005576]; sarcoplasmic reticulum lumen [GO:0033018]","growth factor activity [GO:0008083]; sulfatide binding [GO:0120146]","","extracellular region [GO:0005576]; sarcoplasmic reticulum lumen [GO:0033018]; growth factor activity [GO:0008083]; sulfatide binding [GO:0120146]; regulation of response to endoplasmic reticulum stress [GO:1905897]; response to unfolded protein [GO:0006986]; vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure [GO:0002014]","SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:17507765, ECO:0000269|PubMed:23956175, ECO:0000269|PubMed:30710085}. Endoplasmic reticulum lumen {ECO:0000269|PubMed:23956175, ECO:0000269|PubMed:36739529}. Sarcoplasmic reticulum lumen {ECO:0000250|UniProtKB:P55145}. Note=Retained in the endoplasmic reticulum (ER), and sarcoplasmic reticulum (SR) under normal conditions. Up-regulated and secreted by the ER/SR in response to ER stress and hypoxia. {ECO:0000250|UniProtKB:P55145}.",FALSE
"Q921R7",-1.9975583205,13.4710118414286,-2.34771713033045,0.0348498067710246,0.217305429386111,-3.72301887985783,"Q921R7","Q921R7","Q921R7","reviewed","S35A5_MOUSE","UDP-sugar transporter protein SLC35A5 (Solute carrier family 35 member A5)","Slc35a5","Mus musculus (Mouse)",437,"","GO:0000139; GO:0015165; GO:0015297","Golgi membrane [GO:0000139]","antiporter activity [GO:0015297]; pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]","","Golgi membrane [GO:0000139]; antiporter activity [GO:0015297]; pyrimidine nucleotide-sugar transmembrane transporter activity [GO:0015165]","SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9BS91}; Multi-pass membrane protein {ECO:0000255}.",FALSE
"Q9CPV4",2.285177673,19.7080648907143,2.34733859596263,0.0348746264225085,0.217305429386111,-3.72364372739377,"Q9CPV4","Q9CPV4","Q9CPV4","reviewed","GLOD4_MOUSE","Glyoxalase domain-containing protein 4","Glod4","Mus musculus (Mouse)",298,"","GO:0005739","mitochondrion [GO:0005739]","","","mitochondrion [GO:0005739]","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250}.",FALSE
"O09131",1.331671435,24.0148364321429,2.34506938280228,0.0350237662072779,0.217305429386111,-3.72738873499116,"O09131","O09131","O09131","reviewed","GSTO1_MOUSE","Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R) (p28)","Gsto1 Gstx Gtsttl","Mus musculus (Mouse)",240,"cellular response to arsenic-containing substance [GO:0071243]; L-ascorbic acid metabolic process [GO:0019852]; negative regulation of release of sequestered calcium ion into cytosol [GO:0051280]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion [GO:0014810]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; xenobiotic catabolic process [GO:0042178]","GO:0004364; GO:0005737; GO:0005829; GO:0010881; GO:0014810; GO:0016491; GO:0019852; GO:0042178; GO:0045174; GO:0050610; GO:0051280; GO:0051281; GO:0071243","cytoplasm [GO:0005737]; cytosol [GO:0005829]","glutathione dehydrogenase (ascorbate) activity [GO:0045174]; glutathione transferase activity [GO:0004364]; methylarsonate reductase activity [GO:0050610]; oxidoreductase activity [GO:0016491]","","cytoplasm [GO:0005737]; cytosol [GO:0005829]; glutathione dehydrogenase (ascorbate) activity [GO:0045174]; glutathione transferase activity [GO:0004364]; methylarsonate reductase activity [GO:0050610]; oxidoreductase activity [GO:0016491]; cellular response to arsenic-containing substance [GO:0071243]; L-ascorbic acid metabolic process [GO:0019852]; negative regulation of release of sequestered calcium ion into cytosol [GO:0051280]; positive regulation of release of sequestered calcium ion into cytosol [GO:0051281]; positive regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion [GO:0014810]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; xenobiotic catabolic process [GO:0042178]","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P78417}.",TRUE
"Q9WVG9",-2.304582394,12.9641685478571,-2.34500362737147,0.0350280968821729,0.217305429386111,-3.72749723465158,"Q9WVG9","Q9WVG9","Q9WVG9","reviewed","MS3L1_MOUSE","MSL complex subunit 3 (Male-specific lethal 3 homolog) (Male-specific lethal-3 homolog 1) (Male-specific lethal-3 protein-like 1) (MSL3-like 1)","Msl3 Msl31 Msl3l1","Mus musculus (Mouse)",525,"positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]","GO:0003677; GO:0005634; GO:0006355; GO:0045893; GO:0072487; GO:0140046","MSL complex [GO:0072487]; nucleus [GO:0005634]","DNA binding [GO:0003677]; histone H4K16ac reader activity [GO:0140046]","","MSL complex [GO:0072487]; nucleus [GO:0005634]; DNA binding [GO:0003677]; histone H4K16ac reader activity [GO:0140046]; positive regulation of DNA-templated transcription [GO:0045893]; regulation of DNA-templated transcription [GO:0006355]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8N5Y2}.",FALSE
"Q9D855",1.672415601,26.2622856621429,2.34490135935017,0.0350348332996955,0.217305429386111,-3.72766597960514,"Q9D855","Q9D855","Q9D855","reviewed","QCR7_MOUSE","Cytochrome b-c1 complex subunit 7 (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c reductase complex 14 kDa protein)","Uqcrb","Mus musculus (Mouse)",111,"cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]","GO:0005739; GO:0005743; GO:0006122; GO:0045275; GO:0045333","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex III [GO:0045275]","","","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; respiratory chain complex III [GO:0045275]; cellular respiration [GO:0045333]; mitochondrial electron transport, ubiquinol to cytochrome c [GO:0006122]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:34616041}; Peripheral membrane protein {ECO:0000269|PubMed:34616041}; Matrix side {ECO:0000269|PubMed:34616041}.",FALSE
"Q3V1L6",-3.04340866300001,12.5365354464286,-2.34447985468466,0.0350626109010841,0.217305429386111,-3.72836144449138,"Q3V1L6","Q3V1L6","Q3V1L6","reviewed","MTMRB_MOUSE","Myotubularin-related protein 11 (Inactive phosphatidylinositol 3-phosphatase 11)","Mtmr11","Mus musculus (Mouse)",700,"","GO:0005737","cytoplasm [GO:0005737]","","","cytoplasm [GO:0005737]","",FALSE
"P35486",0.958552658999998,22.120751185,2.34389600528145,0.0351011217609348,0.217305429386111,-3.72932469415135,"P35486","P35486","P35486","reviewed","ODPA_MOUSE","Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)","Pdha1 Pdha-1","Mus musculus (Mouse)",390,"glucose metabolic process [GO:0006006]; pyruvate decarboxylation to acetyl-CoA [GO:0006086]; tricarboxylic acid cycle [GO:0006099]","GO:0004738; GO:0004739; GO:0005730; GO:0005739; GO:0005759; GO:0006006; GO:0006086; GO:0006099; GO:0034604; GO:0043209; GO:0045254; GO:0046872; GO:1902494","catalytic complex [GO:1902494]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; nucleolus [GO:0005730]; pyruvate dehydrogenase complex [GO:0045254]","metal ion binding [GO:0046872]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; pyruvate dehydrogenase (NAD+) activity [GO:0034604]; pyruvate dehydrogenase activity [GO:0004738]","Q9QXS1","catalytic complex [GO:1902494]; mitochondrial matrix [GO:0005759]; mitochondrion [GO:0005739]; myelin sheath [GO:0043209]; nucleolus [GO:0005730]; pyruvate dehydrogenase complex [GO:0045254]; metal ion binding [GO:0046872]; pyruvate dehydrogenase (acetyl-transferring) activity [GO:0004739]; pyruvate dehydrogenase (NAD+) activity [GO:0034604]; pyruvate dehydrogenase activity [GO:0004738]; glucose metabolic process [GO:0006006]; pyruvate decarboxylation to acetyl-CoA [GO:0006086]; tricarboxylic acid cycle [GO:0006099]","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000269|PubMed:19341700}.",FALSE
"O88573",-2.0982642865,13.81576653,-2.34381659127987,0.0351063630332064,0.217305429386111,-3.72945570647048,"O88573","O88573","O88573","reviewed","AFF1_MOUSE","AF4/FMR2 family member 1 (Proto-oncogene AF4) (Protein AF-4)","Aff1 Mllt2 Mllt2h","Mus musculus (Mouse)",1216,"DNA-templated transcription [GO:0006351]; positive regulation of DNA-templated transcription [GO:0045893]","GO:0003700; GO:0005634; GO:0006351; GO:0008023; GO:0045893","nucleus [GO:0005634]; transcription elongation factor complex [GO:0008023]","DNA-binding transcription factor activity [GO:0003700]","","nucleus [GO:0005634]; transcription elongation factor complex [GO:0008023]; DNA-binding transcription factor activity [GO:0003700]; DNA-templated transcription [GO:0006351]; positive regulation of DNA-templated transcription [GO:0045893]","SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.",FALSE
"Q6DFW4",-0.981860823,21.31146174,-2.34366826849722,0.0351161542314255,0.217305429386111,-3.72970039579891,"Q6DFW4","Q6DFW4","Q6DFW4","reviewed","NOP58_MOUSE","Nucleolar protein 58 (MSSP) (Nucleolar protein 5) (SIK-similar protein)","Nop58 Nol5","Mus musculus (Mouse)",536,"ribosomal small subunit biogenesis [GO:0042274]; snoRNA localization [GO:0048254]","GO:0001094; GO:0001650; GO:0005730; GO:0005829; GO:0015030; GO:0030515; GO:0031428; GO:0032040; GO:0042274; GO:0048254; GO:0051117; GO:0070761","box C/D methylation guide snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; pre-snoRNP complex [GO:0070761]; small-subunit processome [GO:0032040]","ATPase binding [GO:0051117]; snoRNA binding [GO:0030515]; TFIID-class transcription factor complex binding [GO:0001094]","","box C/D methylation guide snoRNP complex [GO:0031428]; Cajal body [GO:0015030]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nucleolus [GO:0005730]; pre-snoRNP complex [GO:0070761]; small-subunit processome [GO:0032040]; ATPase binding [GO:0051117]; snoRNA binding [GO:0030515]; TFIID-class transcription factor complex binding [GO:0001094]; ribosomal small subunit biogenesis [GO:0042274]; snoRNA localization [GO:0048254]","SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000250|UniProtKB:Q9Y2X3}. Nucleus, nucleoplasm {ECO:0000250|UniProtKB:Q9Y2X3}. Note=Localizes to the nucleolus with a minor part present in the nucleoplasm. {ECO:0000250|UniProtKB:Q9Y2X3}.",FALSE
"Q3TQB2",2.1007783265,20.5435721557143,2.34357302869877,0.0351224426424235,0.217305429386111,-3.72985751063353,"Q3TQB2","Q3TQB2","Q3TQB2","reviewed","FXRD1_MOUSE","FAD-dependent oxidoreductase domain-containing protein 1 (EC 1.-.-.-)","Foxred1","Mus musculus (Mouse)",487,"mitochondrial respiratory chain complex I assembly [GO:0032981]","GO:0005739; GO:0005743; GO:0016491; GO:0032981","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","oxidoreductase activity [GO:0016491]","","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; oxidoreductase activity [GO:0016491]; mitochondrial respiratory chain complex I assembly [GO:0032981]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q96CU9}; Single-pass membrane protein {ECO:0000255}.",FALSE
"P01749",-3.0332736063,12.8859603943571,-2.34314743547171,0.0351505564185643,0.217305429386111,-3.73055957249326,"P01749","P01749","P01749","reviewed","HVM05_MOUSE","Ig heavy chain V region 3","Ighv1-61 Igh-VJ558","Mus musculus (Mouse)",117,"adaptive immune response [GO:0002250]","GO:0002250; GO:0005576; GO:0019814","extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]","","","extracellular region [GO:0005576]; immunoglobulin complex [GO:0019814]; adaptive immune response [GO:0002250]","",FALSE
"Q3TFK5",-1.9311632565,13.70504876,-2.34307527996021,0.0351553249761006,0.217305429386111,-3.73067859605003,"Q3TFK5","Q3TFK5","Q3TFK5","reviewed","GPTC4_MOUSE","G patch domain-containing protein 4","Gpatch4 Gpatc4","Mus musculus (Mouse)",415,"hematopoietic progenitor cell differentiation [GO:0002244]","GO:0002244; GO:0003676; GO:0005654; GO:0005730","nucleolus [GO:0005730]; nucleoplasm [GO:0005654]","nucleic acid binding [GO:0003676]","","nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleic acid binding [GO:0003676]; hematopoietic progenitor cell differentiation [GO:0002244]","",FALSE
"O08573",-1.45412086100001,23.31015597,-2.34306791609609,0.0351558116680072,0.217305429386111,-3.73069074297707,"O08573","O08573","O08573","reviewed","LEG9_MOUSE","Galectin-9 (Gal-9)","Lgals9","Mus musculus (Mouse)",353,"cellular response to virus [GO:0098586]; chemotaxis [GO:0006935]; female pregnancy [GO:0007565]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; immune system process [GO:0002376]; maintenance of protein location [GO:0045185]; negative regulation of CD4-positive, alpha-beta T cell proliferation [GO:2000562]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of natural killer cell activation [GO:0032815]; negative regulation of natural killer cell degranulation [GO:0043322]; negative regulation of type II interferon production [GO:0032689]; positive regulation of chemokine production [GO:0032722]; positive regulation of cytokine production [GO:0001819]; positive regulation of defense response to bacterium [GO:1900426]; positive regulation of innate immune response [GO:0045089]; positive regulation of interleukin-1 production [GO:0032732]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage activation [GO:0043032]; positive regulation of oxidoreductase activity [GO:0051353]; positive regulation of regulatory T cell differentiation [GO:0045591]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of T cell migration [GO:2000406]; positive regulation of tumor necrosis factor production [GO:0032760]; receptor clustering [GO:0043113]; regulation of natural killer cell differentiation [GO:0032823]; response to lipopolysaccharide [GO:0032496]; transforming growth factor beta receptor signaling pathway [GO:0007179]","GO:0001819; GO:0002376; GO:0005102; GO:0005576; GO:0005634; GO:0005737; GO:0005886; GO:0006935; GO:0007157; GO:0007179; GO:0007565; GO:0010629; GO:0016936; GO:0019899; GO:0030246; GO:0032496; GO:0032689; GO:0032722; GO:0032732; GO:0032733; GO:0032755; GO:0032760; GO:0032815; GO:0032823; GO:0043032; GO:0043113; GO:0043322; GO:0043539; GO:0045089; GO:0045185; GO:0045591; GO:0050728; GO:0051353; GO:0060391; GO:0062023; GO:0098586; GO:1900426; GO:2000406; GO:2000562","collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634]; plasma membrane [GO:0005886]","carbohydrate binding [GO:0030246]; enzyme binding [GO:0019899]; galactoside binding [GO:0016936]; protein serine/threonine kinase activator activity [GO:0043539]; signaling receptor binding [GO:0005102]","P15379; Q8VIM0","collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; extracellular region [GO:0005576]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; carbohydrate binding [GO:0030246]; enzyme binding [GO:0019899]; galactoside binding [GO:0016936]; protein serine/threonine kinase activator activity [GO:0043539]; signaling receptor binding [GO:0005102]; cellular response to virus [GO:0098586]; chemotaxis [GO:0006935]; female pregnancy [GO:0007565]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; immune system process [GO:0002376]; maintenance of protein location [GO:0045185]; negative regulation of CD4-positive, alpha-beta T cell proliferation [GO:2000562]; negative regulation of gene expression [GO:0010629]; negative regulation of inflammatory response [GO:0050728]; negative regulation of natural killer cell activation [GO:0032815]; negative regulation of natural killer cell degranulation [GO:0043322]; negative regulation of type II interferon production [GO:0032689]; positive regulation of chemokine production [GO:0032722]; positive regulation of cytokine production [GO:0001819]; positive regulation of defense response to bacterium [GO:1900426]; positive regulation of innate immune response [GO:0045089]; positive regulation of interleukin-1 production [GO:0032732]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of macrophage activation [GO:0043032]; positive regulation of oxidoreductase activity [GO:0051353]; positive regulation of regulatory T cell differentiation [GO:0045591]; positive regulation of SMAD protein signal transduction [GO:0060391]; positive regulation of T cell migration [GO:2000406]; positive regulation of tumor necrosis factor production [GO:0032760]; receptor clustering [GO:0043113]; regulation of natural killer cell differentiation [GO:0032823]; response to lipopolysaccharide [GO:0032496]; transforming growth factor beta receptor signaling pathway [GO:0007179]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:23242525}. Nucleus {ECO:0000269|PubMed:23242525}. Secreted {ECO:0000250|UniProtKB:O00182}. Note=May also be secreted by a non-classical secretory pathway (PubMed:9038233). Secreted by mesenchymal stromal cells upon IFNG stimulation (By similarity). {ECO:0000250|UniProtKB:O00182, ECO:0000269|PubMed:9038233}.",FALSE
"P09602",-2.079725017,19.9909700028571,-2.34271886850494,0.0351788882369468,0.217305429386111,-3.73126649164133,"P09602","P09602","P09602","reviewed","HMGN2_MOUSE","Non-histone chromosomal protein HMG-17 (High mobility group nucleosome-binding domain-containing protein 2)","Hmgn2 Hmg-17 Hmg17","Mus musculus (Mouse)",90,"negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of development, heterochronic [GO:0040034]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000122; GO:0000785; GO:0001674; GO:0005737; GO:0006357; GO:0031492; GO:0040034","chromatin [GO:0000785]; cytoplasm [GO:0005737]; female germ cell nucleus [GO:0001674]","nucleosomal DNA binding [GO:0031492]","","chromatin [GO:0000785]; cytoplasm [GO:0005737]; female germ cell nucleus [GO:0001674]; nucleosomal DNA binding [GO:0031492]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of development, heterochronic [GO:0040034]; regulation of transcription by RNA polymerase II [GO:0006357]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm {ECO:0000250}. Note=Cytoplasmic enrichment upon phosphorylation. {ECO:0000250}.",FALSE
"Q8K370",2.1865610505,19.0289706142857,2.3426373042746,0.0351842827634182,0.217305429386111,-3.73140102596392,"Q8K370","Q8K370","Q8K370","reviewed","ACD10_MOUSE","Acyl-CoA dehydrogenase family member 10 (ACAD-10) (EC 1.3.99.-)","Acad10","Mus musculus (Mouse)",1069,"carboxylic acid catabolic process [GO:0046395]","GO:0005739; GO:0016627; GO:0046395; GO:0050660","mitochondrion [GO:0005739]","flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]","","mitochondrion [GO:0005739]; flavin adenine dinucleotide binding [GO:0050660]; oxidoreductase activity, acting on the CH-CH group of donors [GO:0016627]; carboxylic acid catabolic process [GO:0046395]","",FALSE
"Q3TEA8",-0.941358248000004,22.4772291007143,-2.34213617286467,0.0352174440363895,0.217305429386111,-3.73222756763255,"Q3TEA8","Q3TEA8","Q3TEA8","reviewed","HP1B3_MOUSE","Heterochromatin protein 1-binding protein 3","Hp1bp3","Mus musculus (Mouse)",554,"cellular response to hypoxia [GO:0071456]; heterochromatin organization [GO:0070828]; nucleosome assembly [GO:0006334]; regulation of cell population proliferation [GO:0042127]; regulation of DNA-templated transcription [GO:0006355]; regulation of nucleus size [GO:0097298]","GO:0000786; GO:0003677; GO:0005634; GO:0005694; GO:0006334; GO:0006355; GO:0030527; GO:0031491; GO:0042127; GO:0070828; GO:0071456; GO:0097298","chromosome [GO:0005694]; nucleosome [GO:0000786]; nucleus [GO:0005634]","DNA binding [GO:0003677]; nucleosome binding [GO:0031491]; structural constituent of chromatin [GO:0030527]","","chromosome [GO:0005694]; nucleosome [GO:0000786]; nucleus [GO:0005634]; DNA binding [GO:0003677]; nucleosome binding [GO:0031491]; structural constituent of chromatin [GO:0030527]; cellular response to hypoxia [GO:0071456]; heterochromatin organization [GO:0070828]; nucleosome assembly [GO:0006334]; regulation of cell population proliferation [GO:0042127]; regulation of DNA-templated transcription [GO:0006355]; regulation of nucleus size [GO:0097298]","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q5SSJ5}. Chromosome {ECO:0000250|UniProtKB:Q5SSJ5}. Note=localized in nuclei but not in nucleoli in interphase. Colocalized with chromosomes in mitosis, with a gradually increased during G1 progression and a maximum level during late G1 phase (G1/S). {ECO:0000250|UniProtKB:Q5SSJ5}.",FALSE
"Q8BG26",-2.9681198565,12.6697904817857,-2.34119457952773,0.0352798322311874,0.217305429386111,-3.73378040649059,"Q8BG26","Q8BG26","Q8BG26","reviewed","RUSC1_MOUSE","AP-4 complex accessory subunit RUSC1 (New molecule containing SH3 at the carboxy-terminus) (Nesca) (RUN and SH3 domain-containing protein 1)","Rusc1 Nesca","Mus musculus (Mouse)",893,"protein polyubiquitination [GO:0000209]","GO:0000209; GO:0003779; GO:0005634; GO:0005769; GO:0005794; GO:0005829; GO:0005874; GO:0014069; GO:0015630; GO:0031410","cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]","actin binding [GO:0003779]","","cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; early endosome [GO:0005769]; Golgi apparatus [GO:0005794]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]; postsynaptic density [GO:0014069]; actin binding [GO:0003779]; protein polyubiquitination [GO:0000209]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22404429}. Nucleus {ECO:0000250|UniProtKB:Q9BVN2}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:22404429}. Cytoplasmic vesicle {ECO:0000305|PubMed:22404429}. Early endosome {ECO:0000305|PubMed:22404429}. Postsynaptic density {ECO:0000269|PubMed:22404429}. Golgi apparatus {ECO:0000305|PubMed:22404429}. Note=Translocated to the nuclear envelope upon stimulation with NGF (By similarity). Associated with membranes and microtubules (PubMed:22404429). {ECO:0000250|UniProtKB:Q9BVN2, ECO:0000269|PubMed:22404429}.",FALSE
"Q9D1A2",1.43431347149999,23.4432109907143,2.34080740400327,0.0353055161973088,0.217305429386111,-3.73441885328497,"Q9D1A2","Q9D1A2","Q9D1A2","reviewed","CNDP2_MOUSE","Cytosolic non-specific dipeptidase (EC 3.4.13.18) (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Threonyl dipeptidase)","Cndp2 Cn2","Mus musculus (Mouse)",475,"proteolysis [GO:0006508]","GO:0004180; GO:0005654; GO:0005829; GO:0006508; GO:0008233; GO:0016805; GO:0046872; GO:0070573","cytosol [GO:0005829]; nucleoplasm [GO:0005654]","carboxypeptidase activity [GO:0004180]; dipeptidase activity [GO:0016805]; metal ion binding [GO:0046872]; metallodipeptidase activity [GO:0070573]; peptidase activity [GO:0008233]","","cytosol [GO:0005829]; nucleoplasm [GO:0005654]; carboxypeptidase activity [GO:0004180]; dipeptidase activity [GO:0016805]; metal ion binding [GO:0046872]; metallodipeptidase activity [GO:0070573]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q96KP4}.",FALSE
