"ProteinID","logFC","AveExpr","t","P.Value","adj.P.Val","B","UniprotID","From","Entry","Reviewed","Entry.Name","Protein.names","Gene.Names","Organism","Length","Gene.Ontology..biological.process.","Gene.Ontology.IDs","Gene.Ontology..cellular.component.","Gene.Ontology..molecular.function.","Interacts.with","Gene.Ontology..GO.","Subcellular.location..CC.","IsSelenoprotein"
"Q9CYS6",-1.399635161,16.4010363942857,-4.83758088376733,0.000297908633283909,0.119727400302637,0.468897986267021,"Q9CYS6","Q9CYS6","Q9CYS6","reviewed","CB072_MOUSE","Uncharacterized protein C2orf72 homolog","","Mus musculus (Mouse)",286,"","","","","","","",FALSE
"Q8BND5",-5.3960323805,17.2274196664286,-4.77631162646038,0.000333193815045021,0.119727400302637,0.375255970331112,"Q8BND5","Q8BND5","Q8BND5","reviewed","QSOX1_MOUSE","Sulfhydryl oxidase 1 (mSOx) (EC 1.8.3.2) (Quiescin Q6) (Skin sulfhydryl oxidase)","Qsox1 Qscn6 Sox","Mus musculus (Mouse)",748,"extracellular matrix assembly [GO:0085029]; negative regulation of macroautophagy [GO:0016242]","GO:0000139; GO:0003756; GO:0005615; GO:0005783; GO:0005794; GO:0016242; GO:0016971; GO:0070062; GO:0071949; GO:0085029","endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]","FAD binding [GO:0071949]; flavin-dependent sulfhydryl oxidase activity [GO:0016971]; protein disulfide isomerase activity [GO:0003756]","","endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; FAD binding [GO:0071949]; flavin-dependent sulfhydryl oxidase activity [GO:0016971]; protein disulfide isomerase activity [GO:0003756]; extracellular matrix assembly [GO:0085029]; negative regulation of macroautophagy [GO:0016242]","SUBCELLULAR LOCATION: [Isoform 1]: Golgi apparatus membrane {ECO:0000250|UniProtKB:O00391}; Single-pass membrane protein {ECO:0000250|UniProtKB:O00391}. Secreted {ECO:0000269|PubMed:26819240}. Note=A small proportion is secreted, probably via a proteolytic cleavage that removes the membrane anchor. {ECO:0000250|UniProtKB:O00391}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000269|PubMed:12354420}.; SUBCELLULAR LOCATION: [Isoform 4]: Secreted {ECO:0000305}.",FALSE
"Q6P8J7",2.4705734875,17.8356094721429,4.77463630458273,0.000334217420737872,0.119727400302637,0.372686910318996,"Q6P8J7","Q6P8J7","Q6P8J7","reviewed","KCRS_MOUSE","Creatine kinase S-type, mitochondrial (EC 2.7.3.2) (Basic-type mitochondrial creatine kinase) (Mib-CK) (Sarcomeric mitochondrial creatine kinase) (S-MtCK)","Ckmt2","Mus musculus (Mouse)",419,"phosphocreatine biosynthetic process [GO:0046314]; phosphocreatine metabolic process [GO:0006603]","GO:0004111; GO:0005524; GO:0005739; GO:0005743; GO:0006603; GO:0046314","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]","ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]","","mitochondrial inner membrane [GO:0005743]; mitochondrion [GO:0005739]; ATP binding [GO:0005524]; creatine kinase activity [GO:0004111]; phosphocreatine biosynthetic process [GO:0046314]; phosphocreatine metabolic process [GO:0006603]","SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Intermembrane side {ECO:0000250}.",FALSE
"P70172",-2.632208476,15.3465636714286,-4.75328724230098,0.000347550848656058,0.119727400302637,0.339909130523056,"P70172","P70172","P70172","reviewed","NTCP2_MOUSE","Ileal sodium/bile acid cotransporter (Apical sodium-dependent bile acid transporter) (ASBT) (Ileal Na(+)/bile acid cotransporter) (Ileal sodium-dependent bile acid transporter) (IBAT) (ISBT) (Na(+)-dependent ileal bile acid transporter) (Sodium/taurocholate cotransporting polypeptide, ileal) (Solute carrier family 10 member 2)","Slc10a2 Ntcp2","Mus musculus (Mouse)",348,"response to bacterium [GO:0009617]","GO:0000502; GO:0005902; GO:0008508; GO:0009617; GO:0016324","apical plasma membrane [GO:0016324]; microvillus [GO:0005902]; proteasome complex [GO:0000502]","bile acid:sodium symporter activity [GO:0008508]","","apical plasma membrane [GO:0016324]; microvillus [GO:0005902]; proteasome complex [GO:0000502]; bile acid:sodium symporter activity [GO:0008508]; response to bacterium [GO:0009617]","SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.",FALSE
"P04444",-3.2031601345,14.9959101957143,-4.74529537866875,0.000352682973120835,0.119727400302637,0.327620179822276,"P04444","P04444","P04444","reviewed","HBBZ_MOUSE","Hemoglobin subunit beta-H1 (Beta-H1-globin) (Hemoglobin beta-H1 chain) (Protein Z)","Hbb-bh1","Mus musculus (Mouse)",147,"carbon dioxide transport [GO:0015670]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oxygen transport [GO:0015671]","GO:0000122; GO:0005344; GO:0005833; GO:0015670; GO:0015671; GO:0019825; GO:0020037; GO:0031721; GO:0044877; GO:0046872","hemoglobin complex [GO:0005833]","heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]","","hemoglobin complex [GO:0005833]; heme binding [GO:0020037]; hemoglobin alpha binding [GO:0031721]; metal ion binding [GO:0046872]; oxygen binding [GO:0019825]; oxygen carrier activity [GO:0005344]; protein-containing complex binding [GO:0044877]; carbon dioxide transport [GO:0015670]; negative regulation of transcription by RNA polymerase II [GO:0000122]; oxygen transport [GO:0015671]","",FALSE
"P62838",-2.240483188,21.7904247021429,-4.73254806624797,0.000361032111038153,0.119727400302637,0.307997704775636,"P62838","P62838","P62838","reviewed","UB2D2_MOUSE","Ubiquitin-conjugating enzyme E2 D2 (EC 2.3.2.23) ((E3-independent) E2 ubiquitin-conjugating enzyme D2) (EC 2.3.2.24) (E2 ubiquitin-conjugating enzyme D2) (Ubiquitin carrier protein D2) (Ubiquitin-conjugating enzyme E2(17)KB 2) (Ubiquitin-conjugating enzyme E2-17 kDa 2) (Ubiquitin-protein ligase D2)","Ube2d2 Ubc4 Ubch4 Ubch5b Ube2d2a","Mus musculus (Mouse)",147,"protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]","GO:0004842; GO:0005524; GO:0032991; GO:0051865; GO:0061630; GO:0061631; GO:0070936","protein-containing complex [GO:0032991]","ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]","","protein-containing complex [GO:0032991]; ATP binding [GO:0005524]; ubiquitin conjugating enzyme activity [GO:0061631]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin-protein transferase activity [GO:0004842]; protein autoubiquitination [GO:0051865]; protein K48-linked ubiquitination [GO:0070936]","",FALSE
"P07742",1.978650799,18.2231322178571,4.65788055289165,0.000414228610716099,0.119727400302637,0.192541147509584,"P07742","P07742","P07742","reviewed","RIR1_MOUSE","Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)","Rrm1","Mus musculus (Mouse)",792,"2'-deoxyribonucleotide biosynthetic process [GO:0009265]; cell proliferation in forebrain [GO:0021846]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA repair [GO:0006281]; DNA synthesis involved in DNA repair [GO:0000731]; male gonad development [GO:0008584]; mitochondrial DNA replication [GO:0006264]; positive regulation of G0 to G1 transition [GO:0070318]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; protein heterotetramerization [GO:0051290]; pyrimidine nucleobase metabolic process [GO:0006206]; response to ionizing radiation [GO:0010212]; retina development in camera-type eye [GO:0060041]; ribonucleoside diphosphate metabolic process [GO:0009185]","GO:0000731; GO:0004748; GO:0005524; GO:0005635; GO:0005739; GO:0005829; GO:0005971; GO:0006206; GO:0006264; GO:0006281; GO:0008584; GO:0009185; GO:0009263; GO:0009265; GO:0010212; GO:0010971; GO:0017076; GO:0021846; GO:0034451; GO:0036064; GO:0042802; GO:0043025; GO:0051290; GO:0060041; GO:0070318; GO:0097718; GO:1900087","centriolar satellite [GO:0034451]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; ribonucleoside-diphosphate reductase complex [GO:0005971]","ATP binding [GO:0005524]; disordered domain specific binding [GO:0097718]; identical protein binding [GO:0042802]; purine nucleotide binding [GO:0017076]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]","","centriolar satellite [GO:0034451]; ciliary basal body [GO:0036064]; cytosol [GO:0005829]; mitochondrion [GO:0005739]; neuronal cell body [GO:0043025]; nuclear envelope [GO:0005635]; ribonucleoside-diphosphate reductase complex [GO:0005971]; ATP binding [GO:0005524]; disordered domain specific binding [GO:0097718]; identical protein binding [GO:0042802]; purine nucleotide binding [GO:0017076]; ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor [GO:0004748]; 2'-deoxyribonucleotide biosynthetic process [GO:0009265]; cell proliferation in forebrain [GO:0021846]; deoxyribonucleotide biosynthetic process [GO:0009263]; DNA repair [GO:0006281]; DNA synthesis involved in DNA repair [GO:0000731]; male gonad development [GO:0008584]; mitochondrial DNA replication [GO:0006264]; positive regulation of G0 to G1 transition [GO:0070318]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of G2/M transition of mitotic cell cycle [GO:0010971]; protein heterotetramerization [GO:0051290]; pyrimidine nucleobase metabolic process [GO:0006206]; response to ionizing radiation [GO:0010212]; retina development in camera-type eye [GO:0060041]; ribonucleoside diphosphate metabolic process [GO:0009185]","SUBCELLULAR LOCATION: Cytoplasm.",FALSE
"Q8BGW0",-3.559265609,15.8637327464286,-4.64533680524024,0.00042393309604268,0.119727400302637,0.173059113031619,"Q8BGW0","Q8BGW0","Q8BGW0","reviewed","THMS1_MOUSE","Protein THEMIS (Grb2-associating protein) (Gasp) (Protein thylex) (Thymocyte-expressed molecule involved in selection)","Themis","Mus musculus (Mouse)",636,"adaptive immune response [GO:0002250]; negative T cell selection [GO:0043383]; positive T cell selection [GO:0043368]; T cell receptor signaling pathway [GO:0050852]","GO:0002250; GO:0005634; GO:0005737; GO:0005911; GO:0008180; GO:0043368; GO:0043383; GO:0050852","cell-cell junction [GO:0005911]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleus [GO:0005634]","","Q60631-1","cell-cell junction [GO:0005911]; COP9 signalosome [GO:0008180]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; adaptive immune response [GO:0002250]; negative T cell selection [GO:0043383]; positive T cell selection [GO:0043368]; T cell receptor signaling pathway [GO:0050852]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:19597497, ECO:0000269|PubMed:19597498, ECO:0000269|PubMed:19620281}. Nucleus {ECO:0000269|PubMed:19597498, ECO:0000269|PubMed:19620281}.",FALSE
"Q9D742",-2.4067216725,14.98238795,-4.64484001031874,0.000424322253670628,0.119727400302637,0.17228702285554,"Q9D742","Q9D742","Q9D742","reviewed","AP5S1_MOUSE","AP-5 complex subunit sigma-1 (Adaptor-related protein complex 5 sigma subunit) (Sigma5)","Ap5s1","Mus musculus (Mouse)",170,"double-strand break repair via homologous recombination [GO:0000724]; endosomal transport [GO:0016197]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]","GO:0000724; GO:0005764; GO:0005765; GO:0005770; GO:0005829; GO:0015031; GO:0016192; GO:0016197; GO:0030119; GO:0031902; GO:0044599","AP-5 adaptor complex [GO:0044599]; AP-type membrane coat adaptor complex [GO:0030119]; cytosol [GO:0005829]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]","","","AP-5 adaptor complex [GO:0044599]; AP-type membrane coat adaptor complex [GO:0030119]; cytosol [GO:0005829]; late endosome [GO:0005770]; late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; double-strand break repair via homologous recombination [GO:0000724]; endosomal transport [GO:0016197]; protein transport [GO:0015031]; vesicle-mediated transport [GO:0016192]","SUBCELLULAR LOCATION: Cytoplasm, cytosol. Late endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Lysosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.",FALSE
"Q9CRC9",-2.9150417335,14.8192763478571,-4.61209205642801,0.000450808186195884,0.119727400302637,0.121307652973493,"Q9CRC9","Q9CRC9","Q9CRC9","reviewed","GNPI2_MOUSE","Glucosamine-6-phosphate deaminase 2 (GlcN6P deaminase 2) (EC 3.5.99.6) (Glucosamine-6-phosphate isomerase 2)","Gnpda2 Kiaa4008","Mus musculus (Mouse)",276,"carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]","GO:0004342; GO:0005737; GO:0005975; GO:0006044; GO:0006048; GO:0016853","cytoplasm [GO:0005737]","glucosamine-6-phosphate deaminase activity [GO:0004342]; isomerase activity [GO:0016853]","","cytoplasm [GO:0005737]; glucosamine-6-phosphate deaminase activity [GO:0004342]; isomerase activity [GO:0016853]; carbohydrate metabolic process [GO:0005975]; N-acetylglucosamine metabolic process [GO:0006044]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.",FALSE
